type,name,href,img
草部,箬,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E7%AE%AC,
草部,芦,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%8A%A6,
草部,甘蕉,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E7%94%98%E8%95%89,
草部,蓑荷,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%93%91%E8%8D%B7,
草部,灯心草,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E7%81%AF%E5%BF%83%E8%8D%89,http://p.ayxbk.com/images/thumb/1/14/Bkapw.jpg/220px-Bkapw.jpg
草部,木贼,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E6%9C%A8%E8%B4%BC,http://p.ayxbk.com/images/d/d3/Bk319.jpg
草部,麻黄,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E9%BA%BB%E9%BB%84,http://p.ayxbk.com/images/c/c2/Bk2su.jpg
草部,地黄,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E5%9C%B0%E9%BB%84,http://p.ayxbk.com/images/5/5e/Bk10n.jpg
草部,牛膝,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E7%89%9B%E8%86%9D,http://p.ayxbk.com/images/thumb/2/2e/Bk34n.jpg/220px-Bk34n.jpg
草部,紫菀,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E7%B4%AB%E8%8F%80,
草部,麦门冬,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E9%BA%A6%E9%97%A8%E5%86%AC,http://p.ayxbk.com/images/thumb/6/6e/Bkazo.jpg/220px-Bkazo.jpg
草部,萱草,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%90%B1%E8%8D%89,http://p.ayxbk.com/images/thumb/e/e2/Bkn16.jpg/220px-Bkn16.jpg
草部,淡竹叶,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E6%B7%A1%E7%AB%B9%E5%8F%B6,http://p.ayxbk.com/images/thumb/a/a6/Bkmoc.jpg/220px-Bkmoc.jpg
草部,鸭跖草,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E9%B8%AD%E8%B7%96%E8%8D%89,http://p.ayxbk.com/images/thumb/2/22/Bk4ku.jpg/220px-Bk4ku.jpg
草部,葵,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%91%B5,
草部,蜀葵,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%9C%80%E8%91%B5,http://p.ayxbk.com/images/thumb/3/30/Bkn52.jpg/220px-Bkn52.jpg
草部,龙葵,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E9%BE%99%E8%91%B5,
草部,酸浆,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E9%85%B8%E6%B5%86,http://p.ayxbk.com/images/a/a2/Bkbsb.jpg
草部,蜀羊泉,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%9C%80%E7%BE%8A%E6%B3%89,http://p.ayxbk.com/images/9/92/Bkf4i.jpg
草部,败酱,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%B4%A5%E9%85%B1,http://p.ayxbk.com/images/thumb/d/df/Bk5b8.jpg/220px-Bk5b8.jpg
草部,款冬花,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E6%AC%BE%E5%86%AC%E8%8A%B1,http://p.ayxbk.com/images/e/e8/Bk2et.jpg
草部,鼠曲草,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E9%BC%A0%E6%9B%B2%E8%8D%89,http://p.ayxbk.com/images/thumb/1/17/Bk70x.jpg/220px-Bk70x.jpg
草部,决明,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E5%86%B3%E6%98%8E,
草部,地肤,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E5%9C%B0%E8%82%A4,
草部,瞿麦,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E7%9E%BF%E9%BA%A6,http://p.ayxbk.com/images/thumb/5/5d/Bk2a8.jpg/220px-Bk2a8.jpg
草部,王不留行,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E7%8E%8B%E4%B8%8D%E7%95%99%E8%A1%8C,http://p.ayxbk.com/images/thumb/8/89/Bk46s.jpg/220px-Bk46s.jpg
草部,葶苈,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%91%B6%E8%8B%88,http://p.ayxbk.com/images/thumb/d/da/Bkn21.jpg/220px-Bkn21.jpg
草部,车前,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%BD%A6%E5%89%8D,
草部,马鞭草,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E9%A9%AC%E9%9E%AD%E8%8D%89,http://p.ayxbk.com/images/7/7d/Bk2tf.jpg
草部,蛇含,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%9B%87%E5%90%AB,http://p.ayxbk.com/images/thumb/1/1e/Bkex1.jpg/220px-Bkex1.jpg
草部,鳢肠,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E9%B3%A2%E8%82%A0,
草部,连翘,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%BF%9E%E7%BF%98,http://p.ayxbk.com/images/thumb/f/f3/Bk2hd.jpg/220px-Bk2hd.jpg
草部,蒴翟,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%92%B4%E7%BF%9F,
草部,蓝,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%93%9D,
草部,蓝淀,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%93%9D%E6%B7%80,
草部,青黛,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E9%9D%92%E9%BB%9B,http://p.ayxbk.com/images/thumb/0/09/Bk3ce.jpg/220px-Bk3ce.jpg
草部,甘蓝,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E7%94%98%E8%93%9D,http://p.ayxbk.com/images/thumb/7/78/Bkcx5.jpg/220px-Bkcx5.jpg
草部,蓼,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%93%BC,
草部,水蓼,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E6%B0%B4%E8%93%BC,http://p.ayxbk.com/images/thumb/5/53/Bkf67.jpg/220px-Bkf67.jpg
草部,马蓼,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E9%A9%AC%E8%93%BC,http://p.ayxbk.com/images/thumb/d/de/Bke43.jpg/220px-Bke43.jpg
草部,荭草,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%8D%AD%E8%8D%89,http://p.ayxbk.com/images/thumb/2/29/Bkn0e.jpg/220px-Bkn0e.jpg
草部,虎杖,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%99%8E%E6%9D%96,http://p.ayxbk.com/images/thumb/4/47/Bk1t6.jpg/220px-Bk1t6.jpg
草部,匾蓄,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E5%8C%BE%E8%93%84,
草部,蒺藜,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%92%BA%E8%97%9C,http://p.ayxbk.com/images/4/4d/Bk20a.jpg
草部,谷精草,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%B0%B7%E7%B2%BE%E8%8D%89,http://p.ayxbk.com/images/thumb/e/e3/Bkcku.jpg/220px-Bkcku.jpg
草部,海金沙,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E6%B5%B7%E9%87%91%E6%B2%99,http://p.ayxbk.com/images/thumb/e/e0/Bk1nv.jpg/220px-Bk1nv.jpg
草部,半边莲,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E5%8D%8A%E8%BE%B9%E8%8E%B2,
草部,紫花地丁,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E7%B4%AB%E8%8A%B1%E5%9C%B0%E4%B8%81,http://p.ayxbk.com/images/thumb/2/25/Bk57n.jpg/220px-Bk57n.jpg
草部,见肿消,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%A7%81%E8%82%BF%E6%B6%88,
草部,大黄,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E5%A4%A7%E9%BB%84,http://p.ayxbk.com/images/thumb/5/56/Bk0wq.jpg/220px-Bk0wq.jpg
草部,商陆,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E5%95%86%E9%99%86,http://p.ayxbk.com/images/thumb/f/fa/Bk3n6.jpg/220px-Bk3n6.jpg
草部,狼毒,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E7%8B%BC%E6%AF%92,http://p.ayxbk.com/images/thumb/5/5f/Bkdtr.jpg/220px-Bkdtr.jpg
草部,防葵,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E9%98%B2%E8%91%B5,
草部,狼牙,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E7%8B%BC%E7%89%99,
草部,闾茹,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E9%97%BE%E8%8C%B9,
草部,大戟,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E5%A4%A7%E6%88%9F,http://p.ayxbk.com/images/thumb/e/e8/Bkbga.jpg/220px-Bkbga.jpg
草部,泽漆,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E6%B3%BD%E6%BC%86,http://p.ayxbk.com/images/9/9d/Bkgad.jpg
草部,甘遂,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E7%94%98%E9%81%82,http://p.ayxbk.com/images/thumb/9/96/Bk1fn.jpg/220px-Bk1fn.jpg
草部,续随子,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E7%BB%AD%E9%9A%8F%E5%AD%90,
草部,莨菪,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%8E%A8%E8%8F%AA,http://p.ayxbk.com/images/5/57/Bk5nw.jpg
草部,蓖麻,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%93%96%E9%BA%BB,http://p.ayxbk.com/images/d/dc/Bkn2g.jpg
草部,蜀漆,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%9C%80%E6%BC%86,http://p.ayxbk.com/images/c/c1/Bkf4g.jpg
草部,藜芦,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%97%9C%E8%8A%A6,http://p.ayxbk.com/images/thumb/c/cb/Bkdux.jpg/220px-Bkdux.jpg
草部,附子,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E9%99%84%E5%AD%90,http://p.ayxbk.com/images/thumb/a/ab/Bk0vg.jpg/220px-Bk0vg.jpg
草部,天雄,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E5%A4%A9%E9%9B%84,http://p.ayxbk.com/images/9/9a/Bkbst.jpg
草部,侧子,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E4%BE%A7%E5%AD%90,
草部,漏篮子,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E6%BC%8F%E7%AF%AE%E5%AD%90,
草部,乌头,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E4%B9%8C%E5%A4%B4,
草部,白附子,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E7%99%BD%E9%99%84%E5%AD%90,
草部,虎掌,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%99%8E%E6%8E%8C,
草部,局箬,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E5%B1%80%E7%AE%AC,
草部,半夏,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E5%8D%8A%E5%A4%8F,http://p.ayxbk.com/images/thumb/a/af/Bk0c3.jpg/220px-Bk0c3.jpg
草部,蚤休,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%9A%A4%E4%BC%91,http://p.ayxbk.com/images/7/70/Bkg9v.jpg
草部,鬼臼,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E9%AC%BC%E8%87%BC,http://p.ayxbk.com/images/2/20/Bknb1.jpg
草部,射干,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E5%B0%84%E5%B9%B2,http://p.ayxbk.com/images/thumb/2/27/Bk3nf.jpg/220px-Bk3nf.jpg
草部,玉簪,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E7%8E%89%E7%B0%AA,http://p.ayxbk.com/images/thumb/2/25/Bkg73.jpg/220px-Bkg73.jpg
草部,凤仙,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E5%87%A4%E4%BB%99,http://p.ayxbk.com/images/thumb/3/31/Bkmd6.jpg/220px-Bkmd6.jpg
草部,坐拿草,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E5%9D%90%E6%8B%BF%E8%8D%89,
草部,曼陀罗花,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E6%9B%BC%E9%99%80%E7%BD%97%E8%8A%B1,
草部,羊踯躅,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E7%BE%8A%E8%B8%AF%E8%BA%85,
草部,芫花,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%8A%AB%E8%8A%B1,http://p.ayxbk.com/images/thumb/7/7c/Bk4ld.jpg/220px-Bk4ld.jpg
草部,莽草,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%8E%BD%E8%8D%89,http://p.ayxbk.com/images/thumb/5/5c/Bkbno.jpg/220px-Bkbno.jpg
草部,茵芋,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%8C%B5%E8%8A%8B,http://p.ayxbk.com/images/thumb/3/30/Bkn0b.jpg/220px-Bkn0b.jpg
草部,石龙芮,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E7%9F%B3%E9%BE%99%E8%8A%AE,http://p.ayxbk.com/images/thumb/f/f9/Bkb4j.jpg/220px-Bkb4j.jpg
草部,钩吻,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E9%92%A9%E5%90%BB,http://p.ayxbk.com/images/thumb/b/b8/Bkbhl.jpg/220px-Bkbhl.jpg
草部,菟丝子,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%8F%9F%E4%B8%9D%E5%AD%90,http://p.ayxbk.com/images/thumb/2/2e/Bkn0v.jpg/220px-Bkn0v.jpg
草部,覆盆子,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%A6%86%E7%9B%86%E5%AD%90,http://p.ayxbk.com/images/thumb/1/1d/Bkmw8.jpg/220px-Bkmw8.jpg
草部,使君子,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E4%BD%BF%E5%90%9B%E5%AD%90,http://p.ayxbk.com/images/e/ec/Bkmbu.jpg
草部,木鳖子,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E6%9C%A8%E9%B3%96%E5%AD%90,http://p.ayxbk.com/images/thumb/1/15/Bk2zm.jpg/220px-Bk2zm.jpg
草部,番木鳖,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E7%95%AA%E6%9C%A8%E9%B3%96,
草部,马兜铃,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E9%A9%AC%E5%85%9C%E9%93%83,http://p.ayxbk.com/images/thumb/b/be/Bk2tl.jpg/220px-Bk2tl.jpg
草部,盍藤子,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E7%9B%8D%E8%97%A4%E5%AD%90,
草部,预知子,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E9%A2%84%E7%9F%A5%E5%AD%90,http://p.ayxbk.com/images/thumb/3/30/Bk4xr.jpg/220px-Bk4xr.jpg
草部,牵牛子,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E7%89%B5%E7%89%9B%E5%AD%90,http://p.ayxbk.com/images/thumb/a/a7/Bkbdu.jpg/220px-Bkbdu.jpg
草部,旋花,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E6%97%8B%E8%8A%B1,http://p.ayxbk.com/images/thumb/1/1d/Bkmix.jpg/220px-Bkmix.jpg
草部,紫葳,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E7%B4%AB%E8%91%B3,
草部,营实墙蘼,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%90%A5%E5%AE%9E%E5%A2%99%E8%98%BC,
草部,月季花,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E6%9C%88%E5%AD%A3%E8%8A%B1,
草部,栝楼,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E6%A0%9D%E6%A5%BC,http://p.ayxbk.com/images/thumb/2/20/Bkds3.jpg/220px-Bkds3.jpg
草部,王瓜,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E7%8E%8B%E7%93%9C,http://p.ayxbk.com/images/thumb/1/1d/Bkfl3.jpg/220px-Bkfl3.jpg
草部,葛,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%91%9B,
草部,天门冬,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E5%A4%A9%E9%97%A8%E5%86%AC,http://p.ayxbk.com/images/0/0e/Bkfej.jpg
草部,百部,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E7%99%BE%E9%83%A8,http://p.ayxbk.com/images/thumb/4/46/Bkmf5.jpg/220px-Bkmf5.jpg
草部,何首乌,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E4%BD%95%E9%A6%96%E4%B9%8C,http://p.ayxbk.com/images/thumb/9/97/Bk1pj.jpg/220px-Bk1pj.jpg
草部,萆解,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%90%86%E8%A7%A3,
草部,菝葜,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%8F%9D%E8%91%9C,http://p.ayxbk.com/images/thumb/f/fb/Bk06u.jpg/220px-Bk06u.jpg
草部,土茯苓,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E5%9C%9F%E8%8C%AF%E8%8B%93,http://p.ayxbk.com/images/thumb/8/8a/Bk45o.jpg/220px-Bk45o.jpg
草部,白蔹,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E7%99%BD%E8%94%B9,http://p.ayxbk.com/images/thumb/1/14/Bkmex.jpg/220px-Bkmex.jpg
草部,山豆根,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E5%B1%B1%E8%B1%86%E6%A0%B9,http://p.ayxbk.com/images/thumb/b/bd/Bk3m8.jpg/220px-Bk3m8.jpg
草部,黄药子,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E9%BB%84%E8%8D%AF%E5%AD%90,http://p.ayxbk.com/images/thumb/8/87/Bk6vz.jpg/220px-Bk6vz.jpg
草部,白药子,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E7%99%BD%E8%8D%AF%E5%AD%90,http://p.ayxbk.com/images/5/57/Bk703.jpg
草部,威灵仙,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E5%A8%81%E7%81%B5%E4%BB%99,http://p.ayxbk.com/images/thumb/a/ab/Bkmgf.jpg/220px-Bkmgf.jpg
草部,茜草,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E8%8C%9C%E8%8D%89,http://p.ayxbk.com/images/thumb/8/84/Bkn0a.jpg/220px-Bkn0a.jpg
草部,防己,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E9%98%B2%E5%B7%B1,http://p.ayxbk.com/images/8/8d/Bk181.jpg
草部,通草,http://www.a-hospital.com/w/%E6%9C%AC%E8%8D%89%E7%BA%B2%E7%9B%AE/%E9%80%9A%E8%8D%89,
